Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Magnezone (SF-1)	SF	SF_005	Metal	Stage 2 - Magneton	120	Fire +30	Psychic -20	2	Rare Holo	Poke-Power: Magnetic Search. Once during your turn (before your attack), you may search your deck for a [L] or [M] Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Magnezone is affected by a Special Condition. | [L][C] Speed Shot: Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon. | [L][C][C] Crush Volt: 80 damage. Discard an Energy attached to Magnezone.
Magnezone (SF-2)	SF	SF_006	Lightning	Stage 2 - Magneton	120	Fighting +30	Metal -20	3	Rare Holo	Poke-Power: Super Connectivity. Once during your turn (before your attack), you may search your discard pile for a [L] or [M] Energy card and attach it to your Active Pokemon. Then, put 1 damage counter on that Pokemon. This power can't be used if Magnezone is affected by a Special Condition. | [L][C][C] Gyro Ball: 60 damage. You may switch Magnezone with 1 of your Benched Pokemon. If you do, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.
Mismagius (SF)	SF	SF_007	Psychic	Stage 1 - Misdreavus	80	Darkness +20	Colorless -20	1	Rare Holo	[-] Crash Chant: 20x damage. Choose up to 4 in any combination of Pokemon Tool cards and Technical Machine cards in play (both yours and your opponent's) and discard them. This attack does 20 damage times the number of cards discarded in this way. | [P][C] Horror Chant: 40 damage. If your opponent has 4 or more Benched Pokemon, choose 1 of them and return that Pokemon and all cards attached to it to your opponent's hand.
Raichu (SF)	SF	SF_008	Lightning	Stage 1 - Pikachu	90	Fighting +20	Metal -20	0	Rare Holo	[-] Slice: 30 damage. Raichu can't use Slice during your next turn. | [C][C][C] Split Ball: 50 damage. Move an Energy card attached to Raichu to 1 of your Benched Pokemon. | [L][L][C] Burst Ball: 100 damage. Discard 3 Energy attached to any of your Pokemon in any way you like.
Regigigas (SF)	SF	SF_009	Colorless	Basic	100	Fighting x2		4	Rare Holo	Poke-Body: Regi Form. If you have Regirock, Regice, and Registeel in play, the attack cost of Regigigas's attacks is [C] less. | [C][C] Mega Punch: 30 damage. | [W][F][M][C] Giga Power: 60+ damage. You may do 60 damage plus 40 more damage. If you do, Regigigas does 40 damage to itself.
Sceptile (SF)	SF	SF_010	Grass	Stage 2 - Grovyle	110	Fire +30	Water -20	1	Rare Holo	Poke-Power: Energy Trans. As often as you like during your turn (before your attack), move a [G] Energy card attached to 1 of your Pokemon to another of your Pokemon. This power can't be used if Sceptile is affected by a Special Condition. | [C][C] Poison Leaf: 40 damage. The Defending Pokemon is now Poisoned. | [G][G][C][C] Slice Drain: 60 damage. Remove 2 damage counters from Sceptile.
Torterra (SF)	SF	SF_011	Fighting	Stage 2 - Grotle	140	Water +30	Lightning -20	4	Rare Holo	Poke-Power: Sunshine Song. Once during your turn, when you play Torterra from your hand to evolve 1 of your Pokemon, you may choose as many of your [G] Pokemon in play as you like. For each [G] Pokemon you choose, search your deck for an Evolution card that evolves from that Pokemon and evolve it. Shuffle your deck afterward. | [C][C] Crash Impact: 60 damage. Torterra does 20 damage to itself. Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any. | [G][G][C][C] Land Shake: 80 damage. During your opponents next turn, whenever your opponent puts a Basic Pokemon from his or her hand onto his or her Bench, put 2 damage counters on that Pokemon.
Abomasnow (SF)	SF	SF_012	Water	Stage 1 - Snover	100	Fire +30		3	Rare	Poke-Body: Snow Veil. As long as Abomasnow is your Active Pokemon, any damage done to your Pokemon by an opponent's attack is reduced by 20 (after applying Weakness and Resistance). | [C][C] Snow Play: 20 damage. Does 20 damage to each of your opponent's Benched Pokemon, excluding [G] Pokemon and [W] Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][C][C] Below Zero: 60 damage. If Abomasnow evolved from Snover during this turn, the Defending Pokemon is now Paralyzed.
Bronzong (SF)	SF	SF_013	Psychic	Stage 1 - Bronzor	90	Psychic +20	Fire -20	3	Rare	Poke-Power: Cycler. Once during your turn (before your attack), you may choose a card from your hand and put it on top of your deck. Then, search your deck for up to 2 basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward. This power can't be used if Bronzong is affected by a Special Condition. | [P][C]Strange Spin: 20+ damage. If you have the same number of cards in your hand as your opponent, this attack does 20 damage plus 40 more damage and the Defending Pokemon is now Confused. | [P][C][C] Heavy Potential: Put a number of damage counters on each of your opponents Pokemon equal to the number of [C] Energy in that Pokemon's Retreat Cost (after applying effects to the Retreat Cost).
Cherrim (SF)	SF	SF_014	Grass	Stage 1 - Cherubi	80	Fire +20	Water -20	1	Rare	Poke-Body: Sunny Day. Each of your [G] Pokemon's and [R] Pokemon's attacks does 10 more damage to the Defending Pokemon (before applying Weakness and Resistance). | [-]Salty-sweet Pollen: 20 damage. Remove 2 damage counters from 1 of your Pokemon. | [G][C][C] Solarbeam: 50 damage.
Drapion (SF)	SF	SF_015	Darkness	Stage 1 - Skorupi	110	Psychic +20		3	Rare	[-] Scorpion Grapple: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. If tails, the Defending Pokemon can't retreat during your opponent's next turn. | [C][C] Cross Poison: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads. If 2 or more of them are heads, the Defending Pokemon is now Poisoned. | [D][D][C] Derail: 60 damage. Discard all Special Energy cards attached to the Defending Pokemon.
Drifblim (SF)	SF	SF_016	Psychic	Stage 1 - Drifloon	90	Darkness +20	Colorless -20	0	Rare	[-] Delivery: Put any 1 card from your discard pile into your hand. | [-] Lifting: Search your deck for up to 2 Basic Pokemon and put them onto your Bench. For each Basic Pokemon you put onto your Bench, you may search your deck for a basic Energy card and attach it to that Pokemon. Shuffle your deck afterward. | [P][C] Ominous Wind: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Confused and cant retreat during your opponents next turn.
Dusknoir (SF-2)	SF	SF_017	Psychic	Stage 2 - Dusclops	120	Darkness +30	Colorless -20	2	Rare	Poke-Body: Spirit Pulse. As long as Dusknoir is your Active Pokemon, put 1 damage counter on each of your opponent's Pokemon that has any Energy attached to it between turns. | [P][C][C] Darkness Mist: 60+ damage. If the Defending Pokemon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage.
Gengar (SF)	SF	SF_018	Psychic	Stage 2 - Haunter	110	Darkness +30	Colorless -20	0	Rare	Poke-Power: Fainting Spell. Once during your opponent's turn, if Gengar would be Knocked Out by damage from an attack, you may flip a coin. If heads, the Defending Pokemon is Knocked Out. | [P] Shadow Room: Put 3 damage counters on 1 of your opponent's Pokemon. If that Pokemon has any Poke-Powers, put 6 damage counters on that Pokemon instead. | [P][C] Poltergeist: 30x damage. Look at your opponent's hand. This attack does 30 damage times the number of Trainer, Supporter and Stadium cards in your opponent's hand.
Gyarados (SF)	SF	SF_019	Water	Stage 1 - Magikarp	130	Lightning +30	Fighting -20	3	Rare	[-] Tail Revenge: 30x damage. Does 30 damage times the number of Magikarp in your discard pile. | [W][C] Wreak Havoc: 40 damage. Flip a coin until you get tails. For each heads, discard the top card from your opponent's deck. | [W][W][C][C][C] Dragon Beat: 100 damage. Flip a coin. If heads, discard an Energy card from each of your opponent's Pokemon.
Machamp (SF)	SF	SF_020	Fighting	Stage 2 - Machoke	130	Psychic +30		2	Rare	[F] Take Out: 40 damage. If the Defending Pokemon isn't an Evolved Pokemon, that Pokemon is Knocked Out instead of damaged by this attack. | [C][C] Hurricane Punch: 30x damage. Flip 4 coins. This attack does 30 damage times the number of heads. | [F][F][C][C] Rage: 60+ damage. Does 60 damage plus 10 more damage for each damage counter on Machamp.
Mamoswine (SF)	SF	SF_021	Fighting	Stage 2 - Piloswine	140	Grass +30	Lightning -20	5	Rare	[F][C][C] Ramming Strike: 30x damage. Flip a coin until you get tails. This attack does 30 damage times the number of heads or you may start again. Each time you start again, put 2 damage counters on Mamoswine. (If Mamoswine would be Knocked Out, you can't start again.) | [W][F][C][C] Parade: 60+ damage. Does 60 damage plus 10 more damage for each Swinub on your Bench, plus 20 more damage for each Piloswine on your Bench, and 40 more damage for each Mamoswine on your Bench.
Rapidash (SF)	SF	SF_022	Fire	Stage 1 - Ponyta	80	Water +20		0	Rare	Poke-Body: Burning Mane. If Rapidash is your Active Pokemon and is damaged by an opponent's attack (even if Rapidash is Knocked Out), the Attacking Pokemon is now Burned. | [C][C] Rear Kick: 30 damage. | [R][R] Shooting Fire: Discard 2 [R] Energy attached to Rapidash and choose 1 of your opponent's Pokemon. This attack does 60 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Roserade (SF)	SF	SF_023	Psychic	Stage 1 - Roselia	90	Fire +20		1	Rare	Poke-Body: Hidden Poison. If Roserade is your Active Pokemon and is damaged by an opponent's attack (even if Roserade is Knocked Out), the Defending Pokemon is now Poisoned. | [C][C] Bowed Whip: Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Flip a coin. If heads, discard an Energy card attached to that Pokemon. | [P][P][C] Deep Poison: 50+ damage. If the Defending Pokemon is Poisoned, this attack does 50 damage plus 30 more damage.
Salamence (SF)	SF	SF_024	Colorless	Stage 2 - Shelgon	140	Colorless +30	Fighting -20	3	Rare	Poke-Body: Battle Rush. If your opponent has any Pokemon in play that has maximum HP of 120 or more, ignore all [C] Energy necessary to use Salamence's attacks. | [R][C] Combustion: 50 damage. | [R][W][C][C] Steam Twister: 120 damage. Discard a [R] Energy and a [W] Energy attached to Salamence.
Scizor (SF)	SF	SF_025	Grass	Stage 1 - Scyther	100	Fire +20		1	Rare	Poke-Body: Honeycomb Defender. If Scizor has 6 or more damage counters on it, any damage done to Scizor by attacks is reduced by 40 (after applying Weakness and Resistance). | [C][C] Accelerate: 30 damage. If the Defending Pokemon is Knocked Out by this attack, prevent all effects of an attack, including damage, done to Scizor during your opponents next turn. | [G][G] Pound Down: 40+ damage. If you don't have any Pokemon with any Poke-Powers in play, this attack does 40 damage plus 30 more damage.
Skuntank (SF)	SF	SF_026	Darkness	Stage 1 - Stunky	100	Fighting +20	Psychic -20	2	Rare	Poke-Power: Evolutionary Gas. Once during your turn (before your attack), when you play Skuntank from your hand to evolve 1 of your Active Pokemon, you may choose 1 of the Defending Pokemon. If that Pokemon tries to attack during your opponent's next turn, that attack does nothing. | [C][C] Poison Claws: 20 damage. The Defending Pokemon is now Poisoned. | [D][C][C] Plunder: 60 damage.
Staraptor (SF)	SF	SF_027	Colorless	Stage 2 - Staravia	120	Lightning +30	Fighting -20	0	Rare	Poke-Body: Protect Wing. As long as Staraptor is your Active Pokemon, any damage done by attacks from your opponent's Stage 2 Evolved Pokemon is reduced by 20 (after applying Weakness and Resistance). | [C] Strong Breeze: Flip a coin. If heads, put 1 of your opponent's Benched Pokemon and all cards attached to it on top of your opponent's deck. Your opponent shuffles his or her deck afterward. | [C][C][C] Clutch: 60 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Steelix (SF)	SF	SF_028	Metal	Stage 1 - Onix	130	Fire +30	Psychic -20	4	Rare	[C] Outbreak Power: Choose a number of your opponent's Pokemon up to the amount of Energy attached to Steelix. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokemon.) | [M][M][C][C] Iron Tail: 100x damage. Flip a coin until you get tails. This attack does 100 damage for each heads.
Tangrowth (SF)	SF	SF_029	Grass	Stage 1 - Tangela	110	Fire +30	Water -20	3	Rare	Poke-Body: Green Renewal. Remove 1 damage counter from Tangrowth between turns. | [G][C] Green Acid: 20 damage. Flip 2 coins. If the first coin is heads, the Defending Pokemon is now Confused. If the second coin is heads, the Defending Pokemon is now Poisoned. | [G][G][C][C] Reaching Vine: 60 damage. Does 20 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Tyranitar (SF)	SF	SF_030	Darkness	Stage 2 - Pupitar	140	Fighting +30	Psychic -20	4	Rare	Poke-Body: Darkness Drive. After your opponent's Pokemon uses a Poke-Power, you may search your discard pile for a basic [D] Energy and attach it to Tyranitar. | [C][C] Grind: 20x damage. Does 20 damage times the amount of Energy attached to Tyranitar. | [D][D][D][D][D] Spinning Tail: This attack does 30 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Vespiquen (SF)	SF	SF_031	Grass	Stage 1 - Combee	100	Fire +20	Fighting -20	1	Rare	Poke-Body: Green Dignity. As long as you have more Prize cards left than your opponent, Vespiquen's attacks do 10 more damage for each [G] Pokemon on your Bench to the Active Pokemon (before applying Weakness and Resistance). | [G] Bee Drain: 20 damage. After your attack, remove from Vespiquen the number of damage counters equal to the damage you did to the Defending Pokemon. | [G][C] Bee Powder: 50 damage. Flip 2 coins. If both are heads, the Defending Pokemon is now Burned, Paralyzed and Poisoned.
Bibarel (SF)	SF	SF_032	Water	Stage 1 - Bidoof	100	Fighting +30		3	Uncommon	Poke-Body: Unaware. Prevent all effects of attacks, excluding damage, done to Bibarel. | [C][C] Amnesia: 20 damage. Choose 1 of the Defending Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | [W][W] Surf: 60 damage.
Budew (SF)	SF	SF_033	Psychic	Basic	40	Fire +10		1	Uncommon	Poke-Body: Poison Enzyme. Prevent all effects of attacks, including damage, done to Budew by your opponent's Poisoned Pokemon. | Poke-Power: Baby Evolution. Once during your turn (before your attack), you may put Roselia from your hand onto Budew (this counts as evolving Budew) and remove all damage counters from Budew. | [-] Buddy-buddy: Search your deck for a Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Dusclops (SF-1)	SF	SF_034	Psychic	Stage 1 - Duskull	80	Darkness +20	Colorless -20	1	Uncommon	[P] Dark One-eye: 20 damage. You may discard a card from your hand. If you do, your opponent discards a card from his or her hand. | [P][C][C] Ambush: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 20 more damage.
Dusclops (SF-2)	SF	SF_035	Psychic	Stage 1 - Duskull	80	Darkness +20	Colorless -20	1	Uncommon	[P][C] Confuse Ray: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Confused. | [P][C][C] Trick Room: 40+ damage. If you have a Stadium card in play, this attack does 40 damage plus 20 more damage. If your opponent has a Stadium card in play, remove 2 damage counters from Dusclops.
Electrode (SF-1)	SF	SF_036	Lightning	Stage 1 - Voltorb	90	Fighting +20	Metal -20	0	Uncommon	Poke-Body: Radiance. If Electrode is your Active Pokemon and is damaged by an opponent's attack (even if Electrode is Knocked Out), put 1 damage counter on each of your opponent's Pokemon. | [L] Low Current: 30 damage. If Electrode was damaged by an attack during your opponent's last turn, the Defending Pokemon is now Paralyzed. | [C][C][C] Swift: 60 damage. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.
